account_id,risk_score,triggered_patterns,evidence
MERCHANT_RETAIL_35,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_10,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_11,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.4x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_13,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_14,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_43,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_8,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_12,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_13,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_1,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_10,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_16,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_1,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.3x its own baseline rate); no rapid cash-out observed
LEGIT_MARKETPLACE_2,11,fan_in_aggregation,fan_in_aggregation: received from 9 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_4,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_30,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_31,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.4x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_2,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_21,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.1x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_22,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_23,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_46,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_34,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_35,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.3x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_28,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_30,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.3x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_22,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_23,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_44,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_4,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_31,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_36,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_12,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_34,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_31,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_33,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_34,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_35,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_36,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_24,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_50,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_21,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_23,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_19,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_2,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_39,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_4,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_41,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_39,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_33,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_1,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_11,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_12,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_6,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_8,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_9,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_42,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_44,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_25,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.4x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_26,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_27,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_4,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_24,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_25,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_36,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_14,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_16,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_50,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_48,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_16,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_20,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_21,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.4x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_22,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_1,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_32,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_34,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_6,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_7,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_8,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_9,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_24,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_26,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_46,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_47,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.1x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_49,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_50,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_41,11,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_42,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
